"","Title_LevelEndorcer","Endorcer1_ID","Skill_Name"
"103","6","489","Wellness "
"104","6","489","Business Management "
"105","6","489","BPM "
"106","6","489","DICOM"
"107","6","489","Leadership Development "
"108","6","489","Product Development S"
"109","6","489","Healthcare"
"110","6","489","Microsoft Excel "
"111","1","795","Internal Audit "
"112","1","795","IT Strategy "
"113","1","795","C# "
"114","1","795","Bootstrap "
"115","1","795","Banking "
"116","1","795","Workflow "
"117","1","795","Architecture "
"118","1","795","Mobile Applications "
"119","1","795","Six Sigma "
"120","1","795","SOA "
"121","6","586","Public Speaking "
"122","6","586","SaaS "
"123","6","586","Software Development "
"124","6","586","Executive Management "
"125","6","586","Process Improvement "
"126","6","586","Marketing "
"127","6","586","Product Development S"
"128","6","586","Strategy "
"129","6","586","Programming "
"130","6","586","Finance "
"131","4","584","Financial Modeling "
"132","4","584","PACS "
"133","4","584","Executive Management "
"134","4","584","Healthcare Inmation Technology "
"135","4","584","Application Architecture "
"136","4","584","Medical Imaging "
"137","4","584","Software Development "
"138","4","584","Healthcare Inmation Technology "
"139","4","584","Cloud Computing "
"140","4","584","System Architecture"
"141","3","499","Strategic Leadership "
"142","3","499","PACS "
"143","3","499","Integration "
"144","3","499","DICOM"
"145","3","499","Application Architecture "
"146","3","499","Business Intelligence"
"147","3","499","Web Services "
"148","3","499","PACS "
"149","3","499","Market Development "
"150","3","499","Architecture "
"151","1","279","Management     Management"
"152","1","279","P&L Management "
"153","1","279","Application Development "
"154","1","279","Product Launch "
"155","1","279","Credit Risk "
"156","1","279","Microsoft Excel "
"157","1","279","Social Media "
"158","1","279","Leadership "
"159","1","279","Management     Management"
"160","1","279","Competitive Analysis "
"161","6","17","Hospitals "
"162","6","17","ALM "
"163","6","17","Business Analysis "
"164","6","17","Mergers & Acquisitions "
"165","6","17","XML "
"166","6","17","Technical Leadership "
"167","6","17","Data Analysis"
"168","6","17","Market Development "
"169","6","17","Business Intelligence"
"170","6","17","Nutrition "
"171","1","686","HIPAA "
"172","1","686","Entrepreneurship "
"173","1","686","Analysis     Analysis"
"174","1","686","Analytics "
"175","1","686","Wellness "
"176","1","686","Enterprise Architecture "
"177","1","686","Leadership Development "
"178","1","686","Business Management "
"179","1","686","AJAX "
"180","1","686","Mobile Applications "
"181","5","144","IT Strategy "
"182","5","144","Business Consulting "
"183","5","144","Cardiology "
"184","5","144","Public Speaking "
"185","5","144","Product Development S"
"186","5","144","Banking "
"187","5","144","Microsoft Excel "
"188","5","144","Architecture "
"189","5","144",NA
"190","5","144",NA
"191","1","778","Healthcare Industry "
"192","1","778","Software Development "
"193","1","778","Business Operations "
"194","1","778","Mobile Applications "
"195","1","778","Strategic Partnerships "
"196","1","778","Radiology "
"197","1","778","HTML "
"198","1","778","Social Media "
"199","1","778","Technical Leadership "
"200","1","778","System Architecture"
"201","3","804","DICOM"
"202","3","804","Product Management "
"203","3","804","Business Consulting "
"204","3","804","Personal Training "
"205","3","804","Product Marketing "
"206","3","804","Revenue Cycle "
"207","3","804","EHR "
"208","3","804","Software Development "
"209","3","804","Leadership Development "
"210","3","804","Agile "
"211","2","547","ASP.NET "
"212","2","547","Business Consulting "
"213","2","547","Visual Studio "
"214","2","547","Data Analysis"
"215","2","547","Healthcare "
"216","2","547","AJAX "
"217","2","547","Business Process Automation "
"218","2","547","Risk Management "
"219","2","547","Integration "
"220","2","547","SQL Server "
"221","4","910","Scrum "
"222","4","910","Architecture "
"223","4","910","System Architecture"
"224","4","910","Web Services "
"225","4","910","Hospitals "
"226","4","910","Business Intelligence"
"227","4","910","Lean Manufacturing "
"228","4","910","Analysis     Analysis"
"229","4","910","System Architecture"
"230","4","910","Sales "
"231","4","211","Financial Services "
"232","4","211","SOA "
"233","4","211","Financial Analysis "
"234","4","211","Design Strategies "
"235","4","211","Healthcare"
"236","4","211","Small Business "
"237","4","211","Databases "
"238","4","211","Business Consulting "
"239","4","211","Small Business "
"240","4","211","Data Analysis"
"241","2","601","Hospitals "
"242","2","601","Wellness "
"243","2","601","Small Business "
"244","2","601","Acquisition Integration "
"245","2","601","Market Development "
"246","2","601","SQL Server "
"247","2","601","Management Consulting "
"248","2","601","HTML "
"249","2","601","Social Media Marketing "
"250","2","601","BPM "
"251","1","360","Enterprise Architecture "
"252","1","360","HTML "
"253","1","360","Software Engineering"
"254","1","360","Social Media "
"255","1","360","Revenue Cycle "
"256","1","360","Finance "
"257","1","360","Financial Modeling "
"258","1","360","Require Analysis s"
"259","1","360","SQL "
"260","1","360","Business Analysis "
"261","5","121","Credit Risk "
"262","5","121","Enterprise Software"
"263","5","121","Operations Management "
"264","5","121","Operations Management "
"265","5","121","Wellness "
"266","5","121","Finance "
"267","5","121","EHR "
"268","5","121","Operations Management "
"269","5","121","Business Strategy "
"270","5","121","Healthcare "
"271","5","1","Pair Programming "
"272","5","1","Teamwork "
"273","5","1","Research"
"274","5","1","Social Media "
"275","5","1","JSON "
"276","5","897","IT Strategy "
"277","5","897","Team Building"
"278","5","897","Application Development "
"279","5","897","Change Management "
"280","5","897","Strategy "
"281","5","897","Fitness "
"282","5","897","HTML "
"283","5","897",NA
"284","5","897","Program Management "
"285","5","897","Web Applications "
"286","4","704","Entrepreneurship "
"287","4","704","Management Consulting "
"288","4","704","Executive Management "
"289","4","704","ALM "
"290","4","704","Integration "
"291","4","704","Social Media Marketing "
"292","4","704","Wellness "
"293","4","704","Finance "
"294","4","704","Enterprise Software "
"295","4","704","New Business Development "
"296","3","429","Business Management "
"297","3","429","Nutrition "
"298","3","429","Banking "
"299","3","429","Radiology "
"300","3","429","Business Analysis "
"301","3","429","Enterprise Software "
"302","3","429","Strategic Planning "
"303","3","429","C# "
"304","3","429","Lean Manufacturing "
"305","3","429","SOA "
"306","5","399","C++ "
"307","5","399","Mergers & Acquisitions "
"308","5","399","Enterprise Architecture "
"309","5","399","Application Architecture "
"310","5","399","Financial Modeling "
"311","5","399","jQuery UI "
"312","5","399","Application Development "
"313","5","399","P&L Management "
"314","5","399","Social Media "
"315","5","399","Leadership Development "
"316","5","969","Management "
"317","5","969","Enterprise Software"
"318","5","969","Integration "
"319","5","969","Business Management "
"320","5","969","Healthcare Industry "
"321","5","969",".Net Workflow "
"322","5","969","jQuery UI "
"323","5","969","Cardiology "
"324","5","969","Credit Risk "
"325","5","969","Management "
"326","3","790","Enterprise Software"
"327","3","790","Change Management "
"328","3","790","Acquisition Integration "
"329","3","790","Strategic Partnerships "
"330","3","790","Global Marketing "
"331","3","790","EMR "
"332","3","790","SaaS "
"333","3","790",NA
"334","3","790","Leadership "
"335","3","790","Financial Services "
"336","2","660","Management     Management"
"337","2","660","Strategic Leadership "
"338","2","660","Wellness "
"339","2","660","BPM "
"340","2","660","Analytical Skills "
"341","2","660",NA
"342","2","660","HL "
"343","2","660","EAI "
"344","2","660","Personal Training "
"345","2","660","Lean Manufacturing "
"346","1","496","Management     Management"
"347","1","496","EHR "
"348","1","496","Application Architecture "
"349","1","496",".Net Workflow "
"350","1","496","Wellness "
"351","1","496","Design Strategies "
"352","1","496","Programming "
"353","1","496","XML "
"354","1","496","Require Analysis s"
"355","1","496","EHR "
"356","6","753","Management "
"357","6","753","Market Development "
"358","6","753",".NET "
"359","6","753","Business Analysis "
"360","6","753","Personal Training "
"361","6","753","Product Management "
"362","6","753","Integration "
"363","6","753","Lean Manufacturing "
"364","6","753","AJAX "
"365","6","753","Start-ups "
"366","5","472","Internal Audit "
"367","5","472","Inmation Technology "
"368","5","472","Require Analysis s"
"369","5","472","Nutrition "
"370","5","472","Software Development "
"371","5","472","Competitive Analysis "
"372","5","472","Program Management "
"373","5","472","PACS "
"374","5","472","Public Speaking "
"375","5","472","Fitness "
"376","2","127","Financial Services "
"377","2","127","Strategic Planning "
"378","2","127","Internal Audit "
"379","2","127","Application Architecture "
"380","2","127","Product Development S"
"381","2","127","PACS "
"382","2","127","HIPAA "
"383","2","127","DICOM"
"384","2","127","Acquisition Integration "
"385","2","127","Financial Analysis "
"386","6","781","Weight Loss Coaching "
"387","6","781","Microsoft Excel "
"388","6","781","Six Sigma "
"389","6","781",".NET "
"390","6","781","SOA "
"391","6","781","XML "
"392","6","781","Integration "
"393","6","781","Databases "
"394","6","781","Healthcare "
"395","6","781","SDLC "
"396","6","229","AngularJS "
"397","6","229","Databases "
"398","6","229","HL "
"399","6","229","Team Building "
"400","6","229","Analysis     Analysis"
"401","6","229","Acquisition Integration "
"402","6","229","AJAX "
"403","6","229","Weight Loss Coaching "
"404","6","229","Scrum "
"405","6","229","Clinical Research "
"406","1","339","Visual Basic "
"407","1","339","New Business Development "
"408","1","339","Software Engineering"
"409","1","339","Healthcare Industry "
"410","1","339","PACS "
"411","1","339","Internal Audit "
"412","1","339","Finance "
"413","1","339","Lean Manufacturing "
"414","1","339","Budgets "
"415","1","339","Bootstrap "
"416","4","776","Inmation Technology "
"417","4","776","Radiology "
"418","4","776","Software Engineering"
"419","4","776","Credit Risk "
"420","4","776","BPM "
"421","4","776","Small Business "
"422","4","776","Product Marketing "
"423","4","776","Healthcare"
"424","4","776","Analytics "
"425","4","776","SOA "
"426","6","64","Team Building"
"427","6","64","Social Networking "
"428","6","64","Business Development "
"429","6","64","Internal Audit "
"430","6","64","Fitness "
"431","6","64","Web Applications "
"432","6","64","Microsoft SQL Server "
"433","6","64","Analytics "
"434","6","64","Global Marketing "
"435","6","64","ALM "
"436","2","812","Product Marketing "
"437","2","812","SOA "
"438","2","812","Finance "
"439","2","812","Require Analysis s"
"440","2","812","jQuery UI "
"441","2","812","Financial Analysis "
"442","2","812","ASP.NET "
"443","2","812","Strategic Partnerships "
"444","2","812","Databases "
"445","2","812","Architecture "
"446","3","269","Product Development S"
"447","3","269","Strategic Partnerships "
"448","3","269","EAI "
"449","3","269","Market Development "
"450","3","269","Healthcare Industry "
"451","3","269","Scrum "
"452","3","269","Banking "
"453","3","269","HTML "
"454","3","269","Business Strategy"
"455","3","269","Strategy "
"456","2","698","Radiology "
"457","2","698","Entrepreneurship "
"458","2","698","Healthcare Industry "
"459","2","698","Application Development "
"460","2","698","Integration "
"461","2","698","Invest "
"462","2","698","Management Consulting "
"463","2","698","Training "
"464","2","698","Analytics "
"465","2","698","Financial Risk "
"466","6","826","Nutrition "
"467","6","826","Process Improvement "
"468","6","826","Social Networking "
"469","6","826","Application Architecture "
"470","6","826","Acquisition Integration "
"471","6","826","Hospitals "
"472","6","826","Business Intelligence"
"473","6","826","Leadership Development "
"474","6","826","SDLC "
"475","6","826","Require Analysis s"
"476","3","475","Software Design "
"477","3","475","jQuery UI "
"478","3","475","Business Management "
"479","3","475","Programming "
"480","3","475","Revenue Cycle "
"481","3","475","BPM "
"482","3","475","Marketing "
"483","3","475","Workflow "
"484","3","475","Healthcare"
"485","3","475","Microsoft Excel "
"486","1","553","Strategic Planning "
"487","1","553","Product Launch "
"488","1","553","AngularJS "
"489","1","553",".Net Workflow "
"490","1","553","P&L Management "
"491","1","553","Budgets "
"492","1","553","Entrepreneurship "
"493","1","553","Visual Basic "
"494","1","553","Program Management "
"495","1","553","HL "
"496","5","662","Business Intelligence"
"497","5","662",NA
"498","5","662","Public Speaking "
"499","5","662","Product Management "
"500","5","662","C# "
"501","5","662","Budgets "
"502","5","662","Scrum "
"503","5","662","VB.NET     VB.NET"
"504","5","662","Start-ups "
"505","5","662","Public Speaking "
"506","5","554","Public Speaking "
"507","5","554","Enterprise Software"
"508","5","554","Clinical Research "
"509","5","554","Public Speaking "
"510","5","554","Business Strategy"
"511","5","554","Enterprise Architecture "
"512","5","554","Nutrition "
"513","5","554","Program Management "
"514","5","554","Business Operations "
"515","5","554","Social Media Marketing "
"516","1","522","Small Business "
"517","1","522","Software Project Management "
"518","1","522","Internal Audit "
"519","1","522","Software Development "
"520","1","522","Microsoft SQL Server "
"521","1","522","C# "
"522","1","522","Application Architecture "
"523","1","522","SQL "
"524","1","522","ASP.NET "
"525","1","522","Integration "
"526","3","185","Management Consulting "
"527","3","185","Product Marketing "
"528","3","185","PACS "
"529","3","185","jQuery UI "
"530","3","185","Software Project Management "
"531","3","185","Product Launch "
"532","3","185","Microsoft SQL Server "
"533","3","185","Hospitals "
"534","3","185","Banking "
"535","3","185","Credit Risk "
"536","2","177","ASP.NET "
"537","2","177","ALM "
"538","2","177","Analysis     Analysis"
"539","2","177","ALM "
"540","2","177","jQuery UI "
"541","2","177","Software Design "
"542","2","177","Scrum "
"543","2","177","Financial Services "
"544","2","177","Technical Leadership "
"545","2","177","UML "
"546","6","754","Scrum "
"547","6","754","Design Strategies "
"548","6","754","Business Strategy"
"549","6","754","Weight Loss Coaching "
"550","6","754","Change Management "
"551","6","754","Agile "
"552","6","754","Lean Manufacturing "
"553","6","754","Software Development "
"554","6","754","HL "
"555","6","754","DICOM"
"556","5","16","Credit Risk "
"557","5","16","SDLC "
"558","5","16","Sales "
"559","5","16","Start-ups "
"560","5","16","Banking "
"561","5","16","Scrum "
"562","5","16","AJAX "
"563","5","16","Inmation Technology "
"564","5","16","Cloud Computing "
"565","5","16",".NET "
"566","4","163","Programming "
"567","4","163","SDLC "
"568","4","163","Business Operations "
"569","4","163","C++ "
"570","4","163","Market Development "
"571","4","163","Leadership "
"572","4","163","Business Strategy"
"573","4","163","Public Speaking "
"574","4","163","SaaS "
"575","4","163","Credit Risk "
"576","3","425","Bootstrap "
"577","3","425","Financial Analysis"
"578","3","425","Healthcare "
"579","3","425","Operations Management "
"580","3","425","Cardiology "
"581","3","425","Mergers & Acquisitions "
"582","3","425","Product Management "
"583","3","425","Product Development S"
"584","3","425","HIPAA "
"585","3","425","Programming "
"586","4","948","Workflow "
"587","4","948","Sales "
"588","4","948","Cloud Computing "
"589","4","948","Healthcare"
"590","4","948","Software Development "
"591","4","948","HIPAA "
"592","4","948","ASP.NET "
"593","4","948","P&L Management "
"594","4","948","Marketing "
"595","4","948","Operational Excellence "
"596","4","647","Analytics "
"597","4","647","Team Building "
"598","4","647","Strategic Partnerships "
"599","4","647","Market Development "
"600","4","647","Marketing "
"601","4","647","PACS "
"602","4","647","XML "
"603","4","647","Business Intelligence"
"604","4","647","Start-ups "
"605","4","647","Product Marketing "
"606","5","646","Business Process Improvement "
"607","5","646","Business Consulting "
"608","5","646","EAI "
"609","5","646","Revenue Cycle "
"610","5","646","Entrepreneurship "
"611","5","646","Entrepreneurship "
"612","5","646","Software Project Management "
"613","5","646","Wellness "
"614","5","646","Software Project Management "
"615","5","646","Social Media "
"616","5","221","Strategic Partnerships "
"617","5","221","Enterprise Software "
"618","5","221","Product Development S"
"619","5","221","New Business Development "
"620","5","221","Internal Audit "
"621","5","221","Social Media Marketing "
"622","5","221","SQL "
"623","5","221","Social Media "
"624","5","221","Software Design "
"625","5","221","Mergers & Acquisitions "
"626","3","536","Mobile Applications "
"627","3","536","Business Process Improvement "
"628","3","536","Healthcare Inmation Technology "
"629","3","536","Healthcare Inmation Technology "
"630","3","536","C++ "
"631","3","536","HL "
"632","3","536","Business Development "
"633","3","536","Application Development "
"634","3","536","Programming "
"635","3","536","Finance "
"636","2","265","Business Analysis "
"637","2","265","Management Consulting "
"638","2","265","Financial Analysis "
"639","2","265","Business Process Automation "
"640","2","265","Management Consulting "
"641","2","265","SOA "
"642","2","265","Finance "
"643","2","265","Analytical Skills "
"644","2","265","Databases "
"645","2","265","Product Launch "
"646","1","201","jQuery UI "
"647","1","201","Business Process Automation "
"648","1","201","Change Management "
"649","1","201","Design Strategies "
"650","1","201","UML "
"651","1","201","Business Analysis "
"652","1","201","Program Management "
"653","1","201","Fitness "
"654","1","201","Social Media Marketing "
"655","1","201","Global Marketing "
"656","3","749","Strategic Partnerships "
"657","3","749","VB.NET     VB.NET"
"658","3","749","Market Development "
"659","3","749",NA
"660","3","749","Leadership Development "
"661","3","749","Design Strategies "
"662","3","749","Clinical Research "
"663","3","749","IT Strategy "
"664","3","749","EMR "
"665","3","749","Revenue Cycle "
"666","2","430","Software Design "
"667","2","430","Inmation Technology "
"668","2","430","Business Strategy"
"669","2","430","Mobile Applications "
"670","2","430",".Net Workflow "
"671","2","430",NA
"672","2","430","Programming "
"673","2","430","Software Project Management "
"674","2","430","AJAX "
"675","2","430","Design Strategies "
"676","5","319","Radiology "
"677","5","319","Lean Manufacturing "
"678","5","319","Require Analysis s"
"679","5","319","Social Media Marketing "
"680","5","319","Healthcare "
"681","5","319","Management "
"682","5","319","New Business Development "
"683","5","319","Operational Excellence "
"684","5","319","Strategic Leadership "
"685","5","319","Business Process Improvement "
"686","6","929","Program Management "
"687","6","929","Management Consulting "
"688","6","929","Budgets "
"689","6","929","New Business Development "
"690","6","929","Visual Basic "
"691","6","929","Personal Training "
"692","6","929","Personal Training "
"693","6","929","Leadership Development "
"694","6","929","HIPAA "
"695","6","929","Visual Studio "
"696","3","639","HL "
"697","3","639","Six Sigma "
"698","3","639","Product Launch "
"699","3","639","Clinical Research "
"700","3","639","Internal Audit "
"701","3","639","Product Marketing "
"702","3","639","HTML "
"703","3","639","Business Process Automation "
"704","3","639","Healthcare "
"705","3","639","Finance "
"706","4","434","Clinical Research "
"707","4","434","Hospitals "
"708","4","434","Fitness "
"709","4","434","HIPAA "
"710","4","434","Wellness "
"711","4","434","Bootstrap "
"712","4","434","Sales "
"713","4","434","Program Management "
"714","4","434","HL "
"715","4","434","P&L Management "
"716","3","292","Technical Leadership "
"717","3","292","Software Design "
"718","3","292","Cardiology "
"719","3","292","Business Intelligence"
"720","3","292","Business Management "
"721","3","292","Invest "
"722","3","292","Operational Excellence "
"723","3","292","EHR "
"724","3","292","Business Operations "
"725","3","292","C# "
"726","6","311","Sales "
"727","6","311","Strategy "
"728","6","311","SDLC "
"729","6","311","Business Intelligence"
"730","6","311","Financial Services "
"731","6","311","Operations Management "
"732","6","311","Financial Analysis "
"733","6","311","Business Development "
"734","6","311","XML "
"735","6","311","Healthcare Inmation Technology "
"736","1","184","SaaS "
"737","1","184","AngularJS "
"738","1","184","ASP.NET "
"739","1","184","Start-ups "
"740","1","184","Personal Training "
"741","1","184","Social Media "
"742","1","184","SOA "
"743","1","184",".NET "
"744","1","184","Business Operations "
"745","1","184","Healthcare Industry "
"746","4","252","Visual Studio "
"747","4","252","SDLC "
"748","4","252","HL "
"749","4","252","Data Analysis"
"750","4","252","jQuery UI "
"751","4","252","Healthcare "
"752","4","252","AJAX "
"753","4","252","HL "
"754","4","252","Internal Audit "
"755","4","252","Acquisition Integration "
"756","2","246","Visual Basic "
"757","2","246","Financial Services "
"758","2","246","Mobile Applications "
"759","2","246","Business Process Automation "
"760","2","246","Team Building "
"761","2","246","Healthcare Industry "
"762","2","246","AJAX "
"763","2","246","Design Strategies "
"764","2","246","Product Development S"
"765","2","246","System Architecture"
"766","6","419","System Architecture"
"767","6","419","Six Sigma "
"768","6","419","EMR "
"769","6","419","AJAX "
"770","6","419","HTML "
"771","6","419","EMR "
"772","6","419","Finance "
"773","6","419","Enterprise Software "
"774","6","419","Marketing "
"775","6","419","Web Services "
"776","2","619","Process Improvement "
"777","2","619","SaaS "
"778","2","619","Revenue Cycle "
"779","2","619","Enterprise Software "
"780","2","619","Program Management "
"781","2","619","Strategy "
"782","2","619","Social Media Marketing "
"783","2","619","Healthcare Inmation Technology "
"784","2","619","Social Networking "
"785","2","619","Small Business "
"786","5","540","Strategic Leadership "
"787","5","540","Mergers & Acquisitions "
"788","5","540","New Business Development "
"789","5","540","Microsoft SQL Server "
"790","5","540","Business Development "
"791","5","540","Social Media Marketing "
"792","5","540","Operations Management "
"793","5","540","Scrum "
"794","5","540","Financial Analysis "
"795","5","540","Business Strategy"
"796","5","818","Financial Modeling "
"797","5","818","Product Development S"
"798","5","818","Mergers & Acquisitions "
"799","5","818","Workflow "
"800","5","818","Clinical Research "
"801","5","818","Medical Imaging "
"802","5","818","Business Strategy"
"803","5","818","Visual Basic "
"804","5","818","Process Improvement "
"805","5","818","Medical Imaging "
"806","1","772","Design Strategies "
"807","1","772","Workflow "
"808","1","772","Team Building"
"809","1","772","Mergers & Acquisitions "
"810","1","772","Architecture "
"811","1","772","jQuery UI "
"812","1","772","Lean Manufacturing "
"813","1","772","Radiology "
"814","1","772","Financial Modeling "
"815","1","772","Financial Risk "
"816","3","404","Visual Basic "
"817","3","404","VB.NET     VB.NET"
"818","3","404","Clinical Research "
"819","3","404","SOA "
"820","3","404","ASP.NET "
"821","3","404",".NET "
"822","3","404","Require Analysis s"
"823","3","404","EAI "
"824","3","404","Budgets "
"825","3","404","Team Building"
"826","4","898","Public Speaking "
"827","4","898","Program Management "
"828","4","898","Application Development "
"829","4","898","Cardiology "
"830","4","898","jQuery UI "
"831","4","898","Web Services "
"832","4","898","Clinical Research "
"833","4","898","Revenue Cycle "
"834","4","898","EHR "
"835","4","898","Software Design "
"836","3","324","AngularJS "
"837","3","324","Business Management "
"838","3","324","Business Process Automation "
"839","3","324",NA
"840","3","324","Revenue Cycle "
"841","3","324","Weight Loss Coaching "
"842","3","324","Analytical Skills "
"843","3","324","HIPAA "
"844","3","324","AngularJS "
"845","3","324","Six Sigma "
"846","1","890","XML "
"847","1","890","Application Development "
"848","1","890","Competitive Analysis "
"849","1","890","Strategic Partnerships "
"850","1","890","Mobile Applications "
"851","1","890","Finance "
"852","1","890","Financial Analysis "
"853","1","890","Weight Loss Coaching "
"854","1","890","DICOM"
"855","1","890","Wellness "
"856","6","705","Software Development "
"857","6","705","Software Design "
"858","6","705","Competitive Analysis "
"859","6","705","Enterprise Software "
"860","6","705","Social Networking "
"861","6","705","Web Services "
"862","6","705","Strategic Partnerships "
"863","6","705","Programming "
"864","6","705","Business Process Improvement "
"865","6","705","ASP.NET "
"866","5","298","UML "
"867","5","298","Databases "
"868","5","298","ALM "
"869","5","298","HIPAA "
"870","5","298","Acquisition Integration "
"871","5","298","EHR "
"872","5","298","Program Management "
"873","5","298","IT Strategy "
"874","5","298","Management Consulting "
"875","5","298","Budgets "
"876","4","295","Public Speaking "
"877","4","295","EAI "
"878","4","295","Management     Management"
"879","4","295","Financial Analysis "
"880","4","295","IT Strategy "
"881","4","295","New Business Development "
"882","4","295","Microsoft Excel "
"883","4","295",".NET "
"884","4","295","XML "
"885","4","295","Entrepreneurship "
"886","6","202","Business Development "
"887","6","202","BPM "
"888","6","202","Financial Services "
"889","6","202","Start-ups "
"890","6","202","Management Consulting "
"891","6","202","Small Business "
"892","6","202","Product Launch "
"893","6","202","Data Analysis"
"894","6","202","Software Development "
"895","6","202","Banking "
"896","6","421","ASP.NET "
"897","6","421","Management     Management"
"898","6","421","System Architecture"
"899","6","421","Healthcare Industry "
"900","6","421","Financial Services "
"901","6","421","SQL "
"902","6","421","SOA "
"903","6","421","HL "
"904","6","421","Finance "
"905","6","421","Business Consulting "
"906","3","917","Team Building "
"907","3","917","Clinical Research "
"908","3","917","Invest "
"909","3","917","Social Media Marketing "
"910","3","917","System Architecture"
"911","3","917","Personal Training "
"912","3","917","Operations Management "
"913","3","917","Software Project Management "
"914","3","917","Nutrition "
"915","3","917","Operations Management "
"916","1","226","IT Strategy "
"917","1","226","Banking "
"918","1","226","Fitness "
"919","1","226","HTML "
"920","1","226","Executive Management "
"921","1","226","Operational Excellence "
"922","1","226","Technical Leadership "
"923","1","226","SQL Server "
"924","1","226","Healthcare"
"925","1","226","Application Architecture "
"926","6","657","SOA "
"927","6","657","P&L Management "
"928","6","657","Radiology "
"929","6","657","New Business Development "
"930","6","657","Six Sigma "
"931","6","657","C# "
"932","6","657","Healthcare"
"933","6","657","Business Development "
"934","6","657","Social Networking "
"935","6","657","Invest "
"936","1","108","Visual Studio "
"937","1","108","Sales "
"938","1","108","Program Management "
"939","1","108","Business Development "
"940","1","108","XML "
"941","1","108","Microsoft Excel "
"942","1","108","Management     Management"
"943","1","108","Revenue Cycle "
"944","1","108","Software Design "
"945","1","108","Design Strategies "
"946","2","365","Programming "
"947","2","365","PACS "
"948","2","365","Clinical Research "
"949","2","365","Healthcare Industry "
"950","2","365","Enterprise Software "
"951","2","365","Data Analysis"
"952","2","365","Leadership Development "
"953","2","365","DICOM"
"954","2","365","PACS "
"955","2","365","Enterprise Architecture "
"956","1","242","P&L Management "
"957","1","242","Credit Risk "
"958","1","242","Software Engineering"
"959","1","242","P&L Management "
"960","1","242","Financial Analysis "
"961","1","242","Social Media Marketing "
"962","1","242","Agile "
"963","1","242","Product Development S"
"964","1","242","Financial Modeling "
"965","1","242","Leadership "
"966","6","817","Cloud Computing "
"967","6","817","Public Speaking "
"968","6","817","UML "
"969","6","817","SaaS "
"970","6","817","Strategy "
"971","6","817","Healthcare Industry "
"972","6","817","Entrepreneurship "
"973","6","817","Cardiology "
"974","6","817","Cardiology "
"975","6","817","Visual Studio "
"976","1","604","C++ "
"977","1","604","Team Building"
"978","1","604","Financial Risk "
"979","1","604","Program Management "
