"","ID","Title_Level","l"
"295","158","1","Rails "
"296","223","5","Software Engineering "
"297","223","5","Business Analysis "
"298","223","5","Product Development "
"299","223","5","Disease Management "
"300","223","5","DNA "
"301","223","5","Trading Systems "
"302","223","5","Clinical Research "
"303","223","5","Testing "
"304","223","5","Software Project Management "
"305","223","5","Market Data "
"306","173","1","JavaScript "
"307","173","1","ReactJS "
"308","173","1","HTML "
"309","173","1","TDD "
"310","173","1","Time Management "
"311","199","4","VMware ESX "
"312","199","4","Business Intelligence"
"313","199","4","Data Analysis "
"314","199","4","Spring"
"315","199","4","Oracle"
"316","259","2","COSO Framework "
"317","259","2",NA
"318","259","2","Sarbanes-Oxley Act "
"319","259","2","Servers "
"320","259","2","Polycom Video Conferencing"
"321","478","1","Public Speaking"
"322","478","1","Linux "
"323","478","1","Process Improvement"
"324","478","1","Microsoft Excel "
"325","478","1","TDD "
"326","150","4","IntelliJ IDEA"
"327","150","4","Infrastructure "
"328","150","4","Nonprofits     Nonprofits"
"329","150","4","Grant Writing "
"330","150","4","Program Management "
"331","37","3","Signal Processing "
"332","37","3","Inmation Technology "
"333","37","3","Remote User Support "
"334","37","3","MongoDB "
"335","37","3","Windows Server "
"336","152","3","Help Desk Support "
"337","152","3","SharePoint "
"338","152","3","Matlab Compiler SDK"
"339","152","3","Disaster Recovery "
"340","152","3","Node.js "
"341","386","2","Avaya"
"342","386","2","Require Analysis "
"343","386","2",NA
"344","386","2","Telelogic DOORS "
"345","386","2","Require Analysis "
"346","441","1","PowerPoint"
"347","441","1","Entrepreneurship"
"348","441","1","Laboratory Inmation Management System (LIMS)"
"349","441","1","JavaScript "
"350","441","1","Teamwork "
"351","337","3","Python "
"352","337","3","PLC Programming"
"353","337","3","Django "
"354","337","3","Software Architectural Design "
"355","337","3","Debugging"
"356","469","2","Analytical Skills "
"357","469","2","Research "
"358","469","2","Accounts Receivable "
"359","469","2","DoDAF "
"360","469","2","Troubleshooting"
"361","475","3","HTML "
"362","475","3","C     C"
"363","475","3","Big Data"
"364","475","3","Electronics "
"365","475","3","Making Things Work "
"366","380","3","Networking "
"367","380","3","Real-time Data Acquisition"
"368","380","3","VMware Infrastructure"
"369","380","3","Ruby on Rails "
"370","380","3","Hardware"
"371","232","2","Require Analysis "
"372","232","2","Computer Hardware"
"373","232","2","COSO Framework "
"374","232","2","HTML "
"375","232","2","Microsoft Excel "
"376","60","1","Teamwork "
"377","60","1","Sinatra "
"378","60","1","Sales"
"379","60","1","Microsoft Word"
"380","60","1","Git "
"381","116","1","Ruby     Ruby"
"382","116","1","Web Development "
"383","116","1","Process Improvement"
"384","116","1","Ruby     Ruby"
"385","116","1","Entrepreneurship"
"386","227","3","Leadership"
"387","227","3","Electronics "
"388","227","3","SharePoint "
"389","227","3","Node.js "
"390","227","3","Software Architectural Design "
"391","122","5","Equities "
"392","122","5","Situational Leadership "
"393","122","5","Leadership"
"394","122","5","R&D "
"395","122","5","Business Alliances "
"396","122","5","Staff Development "
"397","122","5","SDLC "
"398","122","5","Genomics "
"399","122","5","Program/Project Management "
"400","122","5","Software Project Management "
"401","30","6","Software Project Management "
"402","30","6","Technical Leadership "
"403","30","6","Acquisition Integration "
"404","30","6","Workflow "
"405","30","6","Microsoft SQL Server "
"406","30","6","ALM "
"407","30","6","SQL Server "
"408","30","6","AJAX "
"409","30","6","Banking "
"410","30","6","Training "
"411","163","5","E-commerce "
"412","163","5","Software Development "
"413","163","5","Solution Selling "
"414","163","5","Disease Management "
"415","163","5","SaaS "
"416","163","5","Virtualization "
"417","163","5","Cloud Computing "
"418","163","5","Clinical Research "
"419","163","5","Integration "
"420","163","5","Databases"
"421","214","2","Management "
"422","214","2","Analysis "
"423","214","2","HTML "
"424","214","2","Management "
"425","214","2","Technical Support "
"426","202","3","Amazon Web Services (AWS)"
"427","202","3","Machine Learning "
"428","202","3","C     C"
"429","202","3","Git"
"430","202","3","Remote User Support "
"431","40","4","Event Storming"
"432","40","4","Troubleshooting"
"433","40","4","Proxy Servers (Squid, WebSphere)"
"434","40","4","Oracle"
"435","40","4","Ruby"
"436","419","3","MySQL "
"437","419","3","iOS Development "
"438","419","3","Qt Creator"
"439","419","3","HP Blade "
"440","419","3","Windows XP"
"441","301","3","CSS "
"442","301","3","Virtual Private Network (VPN)"
"443","301","3","Django "
"444","301","3","Machine Learning "
"445","301","3","Project Management"
"446","272","5","E-commerce "
"447","272","5","Management "
"448","272","5","Team Leadership "
"449","272","5","Computational Biology "
"450","272","5","Business Analysis "
"451","272","5","Business Alliances "
"452","272","5","Go-to-market Strategy "
"453","272","5","Organizational Design"
"454","272","5","Vendor Management "
"455","272","5","Healthcare "
"456","403","6","Technical Leadership "
"457","403","6","SOA "
"458","403","6","Financial Analysis "
"459","403","6","Enterprise Software "
"460","403","6","Lean Manufacturing "
"461","403","6","Agile "
"462","403","6","Architecture "
"463","403","6","Strategic Leadership "
"464","403","6","SDLC "
"465","403","6","Inmation Technology "
"466","323","4","BOSH"
"467","323","4","Maven"
"468","323","4","VMware ESX"
"469","323","4","Pharmaceutical Industry "
"470","323","4","Netflix OSS"
"471","180","4","Public Health "
"472","180","4","Wicket"
"473","180","4","Problem Solving "
"474","180","4","Application Servers (JBoss, WebSphere, WebLogic, Tomcat)"
"475","180","4","DevOps"
"476","351","4","Multithreading"
"477","351","4","LIMS "
"478","351","4","Ant"
"479","351","4","Micro Services"
"480","351","4","VMware ESX "
"481","56","3","SQL "
"482","56","3","Qt Creator"
"483","56","3","CSS "
"484","56","3","Paraview"
"485","56","3","Swift "
"486","89","6","Healthcare "
"487","89","6","Financial Risk "
"488","89","6","PACS "
"489","89","6","Leadership Development "
"490","89","6","Business Development "
"491","89","6","Management     Management"
"492","89","6","Change Management "
"493","89","6","Radiology "
"494","89","6","Workflow "
"495","89","6","SaaS "
"496","19","4","LINQ"
"497","19","4","GOLANG"
"498","19","4","Public Health "
"499","19","4","WCF"
"500","19","4","SDLC "
"501","49","2","Operational Risk Management "
"502","49","2","Sarbanes-Oxley Act "
"503","49","2","Customer Service"
"504","49","2","VPN"
"505","49","2","OS X "
"506","206","6","Acquisition Integration "
"507","206","6","jQuery UI "
"508","206","6","DICOM"
"509","206","6","Sales "
"510","206","6","Financial Risk "
"511","206","6","Change Management "
"512","206","6","Acquisition Integration "
"513","206","6","Inmation Technology "
"514","206","6","Business Development "
"515","206","6","Hospitals "
"516","161","5","Start-ups "
"517","161","5","Microsoft Office"
"518","161","5","Software Project Management "
"519","161","5","Program/Project Management "
"520","161","5","Outsourcing "
"521","161","5","Lifesciences"
"522","161","5","Start-ups "
"523","161","5","Biochemistry "
"524","161","5","Clinical Research "
"525","161","5","Software Engineering "
"526","385","1","JavaScript "
"527","385","1","JSON "
"528","385","1","Microsoft Excel"
"529","385","1","Microsoft Word"
"530","385","1","Jasmine "
"531","209","3","SASS "
"532","209","3","Leadership"
"533","209","3","Marketing "
"534","209","3","Python "
"535","209","3","Supervisory Skills "
"536","417","2","Java"
"537","417","2","Analysis "
"538","417","2","Windows XP     Windows XP"
"539","417","2","Java"
"540","417","2","Active Directory"
"541","261","2","Java"
"542","261","2","Polycom Video Conferencing"
"543","261","2","Mac"
"544","261","2","Analysis "
"545","261","2","Java"
"546","335","3","HP Procurve Networking "
"547","335","3","Github"
"548","335","3","DHCP "
"549","335","3","Amazon Dynamodb "
"550","335","3","DHCP "
"551","196","3","Tortoise SVN"
"552","196","3","C#"
"553","196","3","Java "
"554","196","3","Networking "
"555","196","3","Git"
"556","320","4","Sales"
"557","320","4","Eclipse Memory Analyzer"
"558","320","4","Integration"
"559","320","4","Application Servers (JBoss, WebSphere, WebLogic, Tomcat)"
"560","320","4","Vendor Management "
"561","374","2","Telelogic DOORS "
"562","374","2","Windows "
"563","374","2","Pharmaceutical Industry "
"564","374","2","VNC"
"565","374","2","Networking "
"566","251","3","Making Things Work "
"567","251","3","SASS "
"568","251","3","Electronics "
"569","251","3","VMware "
"570","251","3","SASS "
"571","338","5","Software Engineering "
"572","338","5","Healthcare "
"573","338","5","Program/Project Management "
"574","338","5","Risk Management "
"575","338","5","Managed Care "
"576","338","5","Organizational Design"
"577","338","5","Process Improvement "
"578","338","5","Medicaid "
"579","338","5","IT Infrastructure Management "
"580","338","5","Mobile Devices "
"581","105","6","Cardiology "
"582","105","6","Business Strategy "
"583","105","6","Financial Services "
"584","105","6","DICOM"
"585","105","6",".NET "
"586","105","6","Banking "
"587","105","6","Financial Services "
"588","105","6","HTML "
"589","105","6","Product Launch "
"590","105","6","Web Services "
"591","75","6","Require Analysis s"
"592","75","6","Leadership "
"593","75","6","Six Sigma "
"594","75","6","Data Analysis"
"595","75","6","Management Consulting "
"596","75","6","Team Building "
"597","75","6","Risk Management "
"598","75","6","Financial Risk "
"599","75","6","C++ "
"600","75","6","Team Building"
"601","446","1","Git "
"602","446","1","Microsoft Excel"
"603","446","1","CSS "
"604","446","1","Git "
"605","446","1","TDD "
"606","211","6","Financial Modeling "
"607","211","6","Agile "
"608","211","6","C# "
"609","211","6","Business Process Automation "
"610","211","6","Invest "
"611","211","6","Inmation Technology "
"612","211","6","Agile "
"613","211","6","Risk Management "
"614","211","6","Business Analysis "
"615","211","6","SQL "
"616","378","3","Help Desk Support "
"617","378","3","CUDA"
"618","378","3","Machine Learning "
"619","378","3","Windows  "
"620","378","3","Motion Control"
"621","390","3","Budget Management"
"622","390","3","Python "
"623","390","3","Leadership"
"624","390","3","Embedded Systems "
"625","390","3","Networking "
"626","416","4","Financial Modeling"
"627","416","4","Wicket"
"628","416","4","Financial Modeling"
"629","416","4","Electronic Lab Notebooks "
"630","416","4","Change Control"
"631","95","1","SQL "
"632","95","1","RSpec "
"633","95","1","Research"
"634","95","1","Git "
"635","95","1","Data Analysis"
"636","278","2","VPN"
"637","278","2","Customer Service"
"638","278","2","Data Analysis "
"639","278","2","Software Installation"
"640","278","2","Active Directory"
"641","162","2","Avaya"
"642","162","2","DoDAF "
"643","162","2","Computer Hardware"
"644","162","2","Databases "
"645","162","2","Outlook     Outlook"
"646","398","1","Customer Service"
"647","398","1","Ruby     Ruby"
"648","398","1","Rails "
"649","398","1","Karma "
"650","398","1","ReactJS "
"651","377","1","Rails "
"652","377","1","Programming "
"653","377","1","Foundation "
"654","377","1","HTML "
"655","377","1","PowerPoint"
"656","449","1","Microsoft Office"
"657","449","1","Python "
"658","449","1","JSON "
"659","449","1","Laboratory Inmation Management System (LIMS)"
"660","449","1","Git "
"661","103","6","EMR "
"662","103","6","Cloud Computing "
"663","103","6","SQL Server "
"664","103","6","Management     Management"
"665","103","6","Inmation Technology "
"666","103","6","Integration "
"667","103","6","Leadership "
"668","103","6","Scrum "
"669","103","6","Nutrition "
"670","103","6","Financial Analysis "
"671","310","4","JIRA "
"672","310","4","Web servers (Apache)"
"673","310","4","Vmware"
"674","310","4","Python"
"675","310","4","Application Servers (JBoss, WebSphere, WebLogic, Tomcat)"
"676","367","4","Linux "
"677","367","4","Public Health "
"678","367","4","C++"
"679","367","4","Validation "
"680","367","4","Networking"
"681","406","6","P&L Management "
"682","406","6","HTML "
"683","406","6","Fitness "
"684","406","6","Software Design "
"685","406","6","Bootstrap "
"686","406","6","Internal Audit "
"687","406","6","Bootstrap "
"688","406","6","P&L Management "
"689","406","6","UML "
"690","406","6","Healthcare"
"691","88","6","C++ "
"692","88","6","Budgets "
"693","88","6","SQL "
"694","88","6",NA
"695","88","6","Financial Analysis"
"696","88","6","SDLC "
"697","88","6","Business Management "
"698","88","6","Social Networking "
"699","88","6","Web Applications "
"700","88","6","Nutrition "
"701","233","1","Statistics "
"702","233","1","Enzyme "
"703","233","1","Leadership "
"704","233","1","Linux "
"705","233","1","Git "
"706","216","4","WCF"
"707","216","4","Public Health "
"708","216","4","Business Planning "
"709","216","4","JIRA "
"710","216","4","IntelliJ IDEA"
"711","55","6","Architecture "
"712","55","6","New Business Development "
"713","55","6","Business Analysis "
"714","55","6","Entrepreneurship "
"715","55","6","Business Process Improvement "
"716","55","6","jQuery UI "
"717","55","6","P&L Management "
"718","55","6",".Net Workflow "
"719","55","6","DICOM"
"720","55","6","Financial Analysis"
"721","439","3","Standard Operating Procedure (SOP)"
"722","439","3","ESXi"
"723","439","3","Tortoise SVN"
"724","439","3","Social Networking "
"725","439","3","C++     C++"
"726","442","1","Time Management "
"727","442","1","JSON "
"728","442","1","Enzyme "
"729","442","1","Statistics "
"730","442","1","TDD "
"731","212","5","Agile Methodologies "
"732","212","5","Cisco Technologies "
"733","212","5","Case Managment "
"734","212","5","Enterprise Architecture "
"735","212","5","Pharmaceutical Industry "
"736","212","5","Vendor Management "
"737","212","5","Integration "
"738","212","5","Leadership"
"739","212","5","Cheminmatics "
"740","212","5","Team Leadership "
"741","275","5","Sales Enablement "
"742","275","5","EMR"
"743","275","5","Business Process Re-engineering"
"744","275","5","Pharmaceutical Industry "
"745","275","5","EHR "
"746","275","5","Business Transmation "
"747","275","5","Case Managment "
"748","275","5","Business Intelligence "
"749","275","5","Data Management"
"750","275","5","Banking "
"751","93","2","Financial Analysis "
"752","93","2","Computer Hardware"
"753","93","2","Software Installation"
"754","93","2","Windows "
"755","93","2","Troubleshooting "
"756","457","6","Business Management "
"757","457","6","Public Speaking "
"758","457","6","Mergers & Acquisitions "
"759","457","6","Internal Audit "
"760","457","6","Healthcare Inmation Technology "
"761","457","6","Programming "
"762","457","6","Require Analysis s"
"763","457","6","Software Project Management "
"764","457","6","PACS "
"765","457","6","Bootstrap "
"766","263","3","Machine Learning "
"767","263","3","Inventory Management"
"768","263","3","C++ "
"769","263","3","WPF Development"
"770","263","3","MongoDB "
"771","388","6","Application Architecture "
"772","388","6","Visual Basic "
"773","388","6","Business Management "
"774","388","6","Healthcare Industry "
"775","388","6","Internal Audit "
"776","388","6","P&L Management "
"777","388","6","BPM "
"778","388","6","Enterprise Software"
"779","388","6","System Architecture"
"780","388","6","Change Management "
"781","387","6","IT Strategy "
"782","387","6","Inmation Technology "
"783","387","6","Microsoft SQL Server "
"784","387","6","Competitive Analysis "
"785","387","6","Application Development "
"786","387","6","Business Management "
"787","387","6","Healthcare"
"788","387","6","Executive Management "
"789","387","6","Databases "
"790","387","6","Mobile Applications "
"791","281","2","Customer Service "
"792","281","2","Active Directory"
"793","281","2","Public Speaking "
"794","281","2","Risk Management "
"795","281","2","Operational Risk Management "
"796","428","1","JavaScript "
"797","428","1","Research"
"798","428","1","Laboratory Inmation Management System (LIMS)"
"799","428","1","JSON "
"800","428","1","Sinatra "
"801","28","1",NA
"802","28","1","Karma "
"803","28","1","Rails "
"804","28","1","Ruby     Ruby"
"805","28","1","Enzyme "
"806","127","2","Microsoft PowerPoint "
"807","127","2","Microsoft Office "
"808","127","2","VNC"
"809","127","2","Require Analysis "
"810","127","2","Windows "
"811","293","5","Situational Leadership "
"812","293","5","Cisco Technologies "
"813","293","5","Case Management "
"814","293","5","Risk Management "
"815","293","5","Data Mining "
"816","293","5","Leadership"
"817","293","5","Cheminmatics "
"818","293","5","Business Strategy "
"819","293","5","Integration "
"820","293","5","Pharmaceutical Industry "
"821","39","2","GRC "
"822","39","2","Microsoft Excel"
"823","39","2","Customer Service "
"824","39","2","Microsoft PowerPoint "
"825","39","2","Sarbanes-Oxley Act "
"826","297","4","Maven"
"827","297","4","MongoDB"
"828","297","4","Hibernate"
"829","297","4","Cloud Computing"
"830","297","4","Functional Programming"
"831","339","5","Agile Methodologies "
"832","339","5","Team Leadership "
"833","339","5","Healthcare "
"834","339","5","Medicaid "
"835","339","5","Channel "
"836","339","5","ERP "
"837","339","5","IT Strategy "
"838","339","5","Medicaid "
"839","339","5","Sequencing "
"840","339","5","Healthcare Industry "
"841","67","2","Software Installation"
"842","67","2","Analysis "
"843","67","2","Remote Desktop "
"844","67","2","Computer Hardware"
"845","67","2","Servers "
"846","32","1","Team Leadership"
"847","32","1","Objective-C "
"848","32","1","Javascript "
"849","32","1","Time Management "
"850","32","1","Python "
"851","440","6","Strategic Partnerships "
"852","440","6","Design Strategies "
"853","440","6","AJAX "
"854","440","6","Business Strategy"
"855","440","6","New Business Development "
"856","440","6","Public Speaking "
"857","440","6","EHR "
"858","440","6","HL "
"859","440","6","Enterprise Software "
"860","440","6","Team Building "
"861","123","4","Application Servers (JBoss, WebSphere, WebLogic, Tomcat)"
"862","123","4","Maven"
"863","123","4","Wicket"
"864","123","4","Vaccines"
"865","123","4","Vendor Management "
"866","482","6","Data Analysis"
"867","482","6","ALM "
"868","482","6","Fitness "
"869","482","6","Business Operations "
"870","482","6","HIPAA "
"871","482","6","Data Analysis"
"872","482","6","Visual Studio "
"873","482","6","Cardiology "
"874","482","6","EAI "
"875","482","6","Analytical Skills "
"876","104","5","Managed Services "
"877","104","5","Wealth Management Services "
"878","104","5","Case Managment "
"879","104","5","Case Managment "
"880","104","5","Inpatient"
"881","104","5","Software Project Management "
"882","104","5","Analysis "
"883","104","5","Sequencing "
"884","104","5","CRM "
"885","104","5","Partner Management "
"886","176","1","Time Management "
"887","176","1","Github "
"888","176","1","Mathematical Modeling "
"889","176","1","Ruby     Ruby"
"890","176","1","JSON "
"891","491","4","Certified Project Manager "
"892","491","4","SAN "
"893","491","4","API management"
"894","491","4","System Administration"
"895","491","4","Spring"
"896","166","3","C     C"
"897","166","3","Amazon Web Services (AWS)"
"898","166","3","VTK"
"899","166","3","Agile Methodologies "
"900","166","3","Leadership"
"901","34","1","Data Analysis"
"902","34","1","Object-Oriented Programming (OOP) "
"903","34","1","Leadership"
"904","34","1","Social Media "
"905","34","1","Leadership"
"906","252","4","System Administration"
"907","252","4","DevOps"
"908","252","4","Amazon Web Services (AWS)"
"909","252","4","JavaScript"
"910","252","4","SQL"
"911","187","1","Data Analysis"
"912","187","1","Laboratory Inmation Management System (LIMS)"
"913","187","1","SQL "
"914","187","1","Event Planning "
"915","187","1","TDD "
"916","292","1","Entrepreneurship"
"917","292","1","Laboratory Inmation Management System (LIMS)"
"918","292","1","Ruby     Ruby"
"919","292","1","ReactJS "
"920","292","1","Microsoft Excel"
"921","146","1","Leadership "
"922","146","1","Programming "
"923","146","1","Javascript "
"924","146","1","JSON "
"925","146","1","Laboratory Inmation Management System (LIMS)"
"926","427","3","Hardware"
"927","427","3","CUDA"
"928","427","3","Project Management"
"929","427","3","Networking "
"930","427","3","Inmation Technology "
"931","121","6","Inmation Technology "
"932","121","6","Technical Leadership "
"933","121","6","Medical Imaging "
"934","121","6","Weight Loss Coaching "
"935","121","6","AJAX "
"936","121","6","ALM "
"937","121","6","Revenue Cycle "
"938","121","6","Financial Analysis "
"939","121","6","Social Media "
"940","121","6","Mobile Applications "
"941","138","4","Data Management "
"942","138","4","Go"
"943","138","4","JavaSE"
"944","138","4","GOLANG"
"945","138","4","Go"
"946","447","5","CRM "
"947","447","5","Pharmaceuticals "
"948","447","5","Commercialization"
"949","447","5","Computational Biology "
"950","447","5","EMR"
"951","447","5","Team Leadership "
"952","447","5","Sales Enablement "
"953","447","5","Business Process Design "
"954","447","5","Professional Services "
"955","447","5","Biotechnology "
"956","221","3","Networking "
"957","221","3","ESXi"
"958","221","3","Inmation Technology "
"959","221","3","Making Things Work "
"960","221","3","Django "
"961","59","1","Microsoft Excel "
"962","59","1","Process Improvement"
"963","59","1","Rails "
