"","Title_Level","ID","Skill_Name","Skill_ID","Skill_Type","SkillEndorsed","No_Times_Endorsed"
"177","4","17","Require Analysis s",NA,NA,1,30
"178","4","17","Business Process Automation ",103,2,1,24
"179","4","18","Financial Analysis ",120,2,1,45
"180","4","18","Financial Analysis ",544,2,1,26
"181","4","18","Small Business ",68,2,1,28
"182","4","18","Cardiology ",34,2,1,39
"183","4","18","Product Marketing ",28,2,1,56
"184","4","18","Product Marketing ",266,2,0,0
"185","4","18","DICOM",45,2,0,0
"186","4","18","Web Services ",86,2,1,26
"187","4","18","HTML ",94,2,0,0
"188","4","18","HTML ",421,2,0,0
"189","4","18","Process Improvement ",5,1,0,0
"190","4","18","Process Improvement ",228,2,1,27
"191","4","18","Process Improvement ",277,2,0,0
"192","4","18","Social Media ",52,2,0,0
"193","4","18","Social Media ",585,1,1,29
"194","4","18","Business Process Improvement ",135,2,1,43
"195","4","18","Business Process Improvement ",190,2,0,0
"196","4","19","Mergers & Acquisitions ",17,2,0,0
"197","4","19","Market Development ",39,2,0,0
"198","4","19","PACS ",36,2,0,0
"199","4","19","Programming ",102,2,1,39
"200","4","19","Programming ",547,2,0,0
"201","4","19","Agile ",110,2,0,0
"202","4","19","Risk Management ",61,2,0,0
"203","4","19","Software Project Management ",74,2,1,27
"204","4","19","Budgets ",37,2,1,44
"205","4","19","Social Networking ",48,1,1,40
"206","4","19","Social Networking ",423,1,1,49
"207","4","19","Technical Leadership ",95,1,0,0
"208","4","20","Technical Leadership ",95,1,1,37
"209","4","20","Databases ",75,2,1,24
"210","4","20","Databases ",308,2,0,0
"211","4","20","Visual Studio ",107,2,1,56
"212","4","20","Visual Studio ",486,2,1,49
"213","4","20","Small Business ",68,2,1,27
"214","4","20","BPM ",104,2,0,0
"215","4","20","Management Consulting ",57,2,1,60
"216","4","20","Management Consulting ",192,2,1,46
"217","4","20","Hospitals ",12,2,0,0
"219","4","20","Internal Audit ",60,2,1,40
"220","4","20","Radiology ",43,2,1,24
"221","5","21","Operational Excellence ",41,1,0,0
"222","5","21","DICOM",45,2,0,0
"223","5","21","Financial Services ",137,2,1,34
"224","5","21","Programming ",102,2,1,55
"225","5","21","Programming ",547,2,1,23
"226","5","21","AngularJS ",115,2,1,59
"227","5","21","HTML ",94,2,1,23
"228","5","21","HTML ",421,2,0,0
"229","5","21","Financial Analysis ",120,2,1,38
"230","5","21","Financial Analysis ",544,2,1,29
"231","5","21","Social Media ",52,2,0,0
"232","5","21","Social Media ",585,1,1,32
"233","5","21","Design Strategies ",117,2,0,0
"234","5","21","Application Architecture ",106,2,1,44
"235","5","22","BPM ",104,2,1,34
"236","5","22","AJAX ",99,2,1,54
"237","5","22","Business Management ",108,2,1,35
"238","5","22","Mergers & Acquisitions ",17,2,1,49
"240","5","22","Microsoft SQL Server ",80,2,1,39
"241","5","22","Visual Basic ",96,2,0,0
"242","5","22","Fitness ",58,1,0,0
"243","5","22","Credit Risk ",138,2,1,26
"244","5","22","Healthcare ",4,2,1,47
"245","5","23","Workflow ",118,2,1,41
"246","5","23","Invest ",134,2,1,28
"247","5","23","Fitness ",58,1,0,0
"248","5","23","Data Analysis",140,2,0,0
"249","5","23","Enterprise Architecture ",84,2,1,55
"250","5","23","Enterprise Architecture ",185,2,1,59
"252","5","23","BPM ",104,2,1,52
"253","5","23","HL ",40,2,0,0
"254","5","23","PACS ",36,2,0,0
"255","5","23","Six Sigma ",2,2,0,0
"256","4","24","EHR ",27,2,1,23
"257","4","24","EHR ",166,2,1,20
"258","4","24","Financial Analysis",121,2,0,0
"259","4","24","Analysis     Analysis",122,2,0,0
"260","4","24","Business Consulting ",66,2,0,0
"261","4","24","Bootstrap ",116,2,1,35
"262","4","24","AJAX ",99,2,1,46
"263","4","24","Invest ",134,2,0,0
"264","4","24","Management     Management",123,2,0,0
"265","4","24","Management Consulting ",57,2,0,0
"266","4","24","Management Consulting ",192,2,0,0
"267","4","24","Business Development ",15,2,0,0
"268","4","25","Strategic Leadership ",38,1,1,38
"269","4","25","Hospitals ",12,2,0,0
"270","4","25","IT Strategy ",90,2,0,0
"271","4","25","Executive Management ",18,2,0,0
"272","4","25","Analytical Skills ",139,2,0,0
"273","4","25","Analytical Skills ",545,1,0,0
"275","4","25","Design Strategies ",117,2,1,52
"276","4","25","Workflow ",118,2,0,0
"277","4","25","Change Management ",21,2,1,49
"278","4","25","Management Consulting ",57,2,1,20
"279","4","25","Management Consulting ",192,2,1,41
"280","4","26","Small Business ",68,2,0,0
"281","4","26","Product Launch ",16,2,1,47
"282","4","26","Software Project Management ",74,2,1,44
"283","4","26","XML ",82,2,0,0
"284","4","26","SQL Server ",111,2,0,0
"285","4","26","Product Management ",7,2,0,0
"286","4","26","Software Design ",81,2,0,0
"287","4","26","Enterprise Software",71,2,0,0
"288","4","26","Programming ",102,2,1,45
"289","4","26","Programming ",547,2,0,0
"290","4","26","Web Services ",86,2,1,54
"291","4","27","Revenue Cycle ",35,2,0,0
"292","4","27","Marketing ",54,2,1,31
"293","4","27","Leadership Development ",63,1,0,0
"294","4","27","Analytical Skills ",139,2,1,31
"295","4","27","Analytical Skills ",545,1,0,0
"296","4","27","Cloud Computing ",76,2,0,0
"297","4","27","Cloud Computing ",248,2,0,0
"298","4","27","Business Process Improvement ",135,2,0,0
"299","4","27","Business Process Improvement ",190,2,0,0
"300","4","27","Management Consulting ",57,2,1,30
"301","4","27","Management Consulting ",192,2,1,23
"302","4","27","Financial Services ",137,2,0,0
"303","4","27","Invest ",134,2,0,0
"304","4","27","Banking ",124,2,0,0
"305","4","27","Banking ",178,2,1,60
"306","4","28","Invest ",134,2,0,0
"307","4","28","Cloud Computing ",76,2,0,0
"308","4","28","Cloud Computing ",248,2,0,0
"309","4","28","EMR ",19,2,1,43
"310","4","28","Strategic Leadership ",38,1,1,46
"311","4","28","Training ",56,1,1,35
"312","4","28","Training ",129,1,1,44
"313","4","28","Finance ",125,2,1,40
"314","4","28","Business Operations ",69,2,0,0
"315","4","28","DICOM",45,2,0,0
"317","4","28","UML ",101,2,0,0
"318","4","29",".Net Workflow ",119,2,0,0
"319","4","29","Entrepreneurship ",46,1,0,0
"320","4","29","Competitive Analysis ",31,2,0,0
"321","4","29","Start-ups ",26,1,0,0
"322","4","29","Start-ups ",265,1,1,45
"323","4","29","ASP.NET ",97,2,1,25
"324","4","29","HTML ",94,2,0,0
"325","4","29","HTML ",421,2,1,57
"326","4","29","Credit Risk ",138,2,1,29
"327","4","29","Require Analysis s",NA,NA,1,24
"328","4","29","Cardiology ",34,2,1,55
"329","4","29","Global Marketing ",44,2,1,29
"330","4","30","Invest ",134,2,1,59
"331","4","30","jQuery UI ",114,2,1,56
"332","4","30","Business Operations ",69,2,0,0
"333","4","30","SaaS ",79,2,1,50
"334","4","30","Require Analysis s",NA,NA,1,39
"335","4","30","IT Strategy ",90,2,0,0
"336","4","30","Cloud Computing ",76,2,0,0
"337","4","30","Cloud Computing ",248,2,0,0
"338","4","30","Market Development ",39,2,0,0
"339","4","30","Clinical Research ",29,2,1,20
"340","4","30","Clinical Research ",146,2,0,0
"341","4","30","Application Development ",105,2,1,40
"342","6","31","C# ",88,2,0,0
"343","6","31","Strategic Planning ",11,1,1,51
"344","6","31","Strategic Planning ",326,2,1,60
"345","6","31","PACS ",36,2,0,0
"346","6","31","EHR ",27,2,0,0
"347","6","31","EHR ",166,2,1,49
"348","6","31","Product Management ",7,2,1,36
"349","6","31","Technical Leadership ",95,1,1,25
"350","6","31","Business Consulting ",66,2,0,0
"351","6","31","DICOM",45,2,0,0
"352","6","31","Healthcare ",4,2,0,0
"353","6","31","Business Development ",15,2,0,0
"354","4","32","Strategic Partnerships ",33,1,0,0
"355","4","32","IT Strategy ",90,2,1,32
"356","4","32",".NET ",93,2,0,0
"357","4","32","SaaS ",79,2,0,0
"358","4","32","Business Consulting ",66,2,0,0
"359","4","32","Healthcare Inmation Technology ",3,2,0,0
"360","4","32","Clinical Research ",29,2,0,0
"361","4","32","Clinical Research ",146,2,1,51
"363","4","32","EAI ",113,2,0,0
"364","4","32","Financial Analysis ",120,2,1,59
"365","4","32","Financial Analysis ",544,2,1,44
"366","4","33","Hospitals ",12,2,1,59
"367","4","33","Software Engineering",98,2,0,0
"368","4","33","Healthcare",47,2,0,0
"369","4","33","SQL ",85,2,0,0
"370","4","33","SQL ",418,2,0,0
"372","4","33","Business Intelligence",87,2,0,0
"373","4","33","Personal Training ",65,1,0,0
"374","4","33","Business Strategy ",49,2,1,32
"375","4","33","Business Strategy ",255,2,0,0
"376","4","33","Healthcare Inmation Technology ",3,2,0,0
"377","4","33","VB.NET     VB.NET",109,2,1,22
"378","4","34","Software Engineering",98,2,0,0
"379","4","34","Process Improvement ",5,1,0,0
"380","4","34","Process Improvement ",228,2,0,0
"381","4","34","Process Improvement ",277,2,1,25
"382","4","34","Start-ups ",26,1,0,0
"383","4","34","Start-ups ",265,1,0,0
"384","4","34","Workflow ",118,2,1,28
"385","4","34","HIPAA ",42,2,1,27
"386","4","34","XML ",82,2,0,0
"387","4","34","Risk Management ",61,2,1,60
"388","4","34","Application Architecture ",106,2,0,0
"389","4","34","Social Media Marketing ",62,2,0,0
"390","4","34","Change Management ",21,2,1,49
"391","4","35","SQL ",85,2,1,38
"392","4","35","SQL ",418,2,0,0
"393","4","35","jQuery UI ",114,2,1,30
"394","4","35","Financial Risk ",131,2,1,56
"395","4","35","Financial Risk ",181,2,1,20
"396","4","35","Web Services ",86,2,1,22
"397","4","35","Healthcare Inmation Technology ",3,2,1,23
"398","4","35","Risk Management ",61,2,1,41
"399","4","35","Internal Audit ",60,2,1,59
"400","4","35","Operations Management ",22,2,0,0
"401","4","35","Operations Management ",169,2,0,0
"402","4","35","Business Intelligence",87,2,1,49
"403","4","35","Strategy ",50,1,0,0
"404","4","35","Strategy ",126,1,0,0
"405","4","36","Scrum ",89,2,1,50
"406","4","36","Small Business ",68,2,0,0
"407","4","36","Team Building",55,1,0,0
"408","4","36","Mergers & Acquisitions ",17,2,0,0
"409","4","36","Global Marketing ",44,2,0,0
"410","4","36","SOA ",77,2,0,0
"411","4","36","Healthcare ",4,2,0,0
"412","4","36","Revenue Cycle ",35,2,1,51
"413","4","36","Microsoft Excel ",136,2,1,20
"414","4","36","Microsoft Excel ",564,2,1,50
"415","4","36","EHR ",27,2,0,0
"416","4","36","EHR ",166,2,0,0
"417","4","37","Integration ",8,2,1,24
"418","4","37","Social Networking ",48,1,0,0
"419","4","37","Social Networking ",423,1,0,0
"420","4","37","SOA ",77,2,0,0
"421","4","37","Databases ",75,2,1,23
"422","4","37","Databases ",308,2,1,25
"423","4","37","Enterprise Software",71,2,0,0
"424","4","37","Business Strategy ",49,2,1,49
"425","4","37","Business Strategy ",255,2,0,0
"426","4","37","Public Speaking ",53,1,1,35
"427","4","37","Public Speaking ",170,1,1,38
"428","4","37","Radiology ",43,2,0,0
"429","4","37","Global Marketing ",44,2,1,51
"430","4","37","Management ",6,1,0,0
"431","4","37","Management ",149,1,0,0
"432","4","37","Management ",492,1,0,0
"433","4","38","Finance ",125,2,1,26
"434","4","38","ASP.NET ",97,2,1,40
"435","4","38","Management Consulting ",57,2,0,0
"436","4","38","Management Consulting ",192,2,0,0
"437","4","38","Mergers & Acquisitions ",17,2,1,58
"438","4","38","Healthcare Industry ",10,2,1,32
"439","4","38","Healthcare Industry ",152,2,1,60
"440","4","38","HL ",40,2,0,0
"441","4","38","Analytics ",128,1,0,0
"442","4","38","Business Management ",108,2,0,0
"443","4","38","Clinical Research ",29,2,0,0
"444","4","38","Clinical Research ",146,2,1,54
"445","4","38",".NET ",93,2,1,22
"446","4","39","Technical Leadership ",95,1,1,59
"447","4","39",".NET ",93,2,0,0
"448","4","39","Healthcare Inmation Technology ",3,2,1,36
"449","4","39","IT Strategy ",90,2,0,0
"450","4","39","SDLC ",73,2,1,26
"451","4","39","SaaS ",79,2,0,0
"452","4","39","Business Strategy",141,2,0,0
"453","4","39","jQuery UI ",114,2,1,30
"454","4","39","Change Management ",21,2,1,38
"455","4","39","Analytics ",128,1,0,0
"456","5","40","Start-ups ",26,1,0,0
"457","5","40","Start-ups ",265,1,0,0
"458","5","40","Revenue Cycle ",35,2,0,0
"459","5","40","Product Launch ",16,2,0,0
"460","5","40",".Net Workflow ",119,2,0,0
"461","5","40","Banking ",124,2,0,0
"462","5","40","Banking ",178,2,0,0
"463","5","40","Inmation Technology ",59,2,0,0
"464","5","40","Inmation Technology ",451,2,1,31
"466","5","40","Bootstrap ",116,2,0,0
"467","5","40","SQL Server ",111,2,0,0
"468","5","40","Web Services ",86,2,1,50
"469","4","41","Bootstrap ",116,2,1,30
"470","4","41","Strategic Partnerships ",33,1,1,50
"471","4","41","Workflow ",118,2,0,0
"472","4","41","SaaS ",79,2,1,38
"473","4","41","Lean Manufacturing ",30,2,1,34
"474","4","41","Market Development ",39,2,1,32
"475","4","41","Enterprise Software ",70,2,1,51
"476","4","41","Business Process Automation ",103,2,1,38
"477","4","41","Business Consulting ",66,2,0,0
"478","4","41","Risk Management ",61,2,0,0
"479","3","42","DICOM",45,2,0,0
"480","3","42","Analysis     Analysis",122,2,1,32
"481","3","42","Software Design ",81,2,1,25
"482","3","42","Risk Management ",61,2,1,32
"483","3","42","Internal Audit ",60,2,1,49
"484","3","42","Healthcare ",4,2,0,0
"485","3","42","Personal Training ",65,1,0,0
"486","3","42","SDLC ",73,2,0,0
"487","3","42","Microsoft SQL Server ",80,2,0,0
"488","3","42","Operational Excellence ",41,1,0,0
"489","4","43","Mobile Applications ",91,2,1,46
"490","4","43","Financial Services ",137,2,1,28
"491","4","43","Technical Leadership ",95,1,1,39
"492","4","43","Entrepreneurship ",46,1,1,40
"493","4","43","Fitness ",58,1,1,60
"494","4","43","Strategy ",50,1,0,0
"495","4","43","Strategy ",126,1,1,55
"496","4","43","AJAX ",99,2,0,0
"497","4","43","Executive Management ",18,2,0,0
"498","4","43","Mergers & Acquisitions ",17,2,0,0
"499","4","43","Analytical Skills ",139,2,0,0
"500","4","43","Analytical Skills ",545,1,1,38
"501","4","44","Business Analysis ",133,2,0,0
"502","4","44","Business Analysis ",179,2,1,49
"503","4","44","Social Networking ",48,1,0,0
"504","4","44","Social Networking ",423,1,0,0
"505","4","44","Design Strategies ",117,2,1,40
"506","4","44","Business Development ",15,2,1,42
"507","4","44","EHR ",27,2,1,20
"508","4","44","EHR ",166,2,1,24
"509","4","44","Financial Modeling ",130,2,1,60
"510","4","44","Clinical Research ",29,2,0,0
"511","4","44","Clinical Research ",146,2,1,24
"512","4","44","Sales ",32,2,0,0
"513","4","44","Workflow ",118,2,0,0
"514","4","44","Business Strategy ",49,2,0,0
"515","4","44","Business Strategy ",255,2,0,0
"516","5","45","Wellness ",64,1,1,27
"517","5","45","Software Development ",72,2,0,0
"518","5","45","Software Development ",278,2,1,36
"519","5","45","Product Development S",NA,NA,1,37
"520","5","45","Strategic Partnerships ",33,1,0,0
"521","5","45","Weight Loss Coaching ",67,1,1,36
"522","5","45","Cardiology ",34,2,1,46
"523","5","45","Public Speaking ",53,1,0,0
"524","5","45","Public Speaking ",170,1,1,42
"525","5","45","Integration ",8,2,0,0
"526","5","45","Business Operations ",69,2,1,22
"527","5","45","Databases ",75,2,0,0
"528","5","45","Databases ",308,2,1,24
"529","4","46","Cloud Computing ",76,2,0,0
"530","4","46","Cloud Computing ",248,2,0,0
"531","4","46","Internal Audit ",60,2,0,0
"532","4","46","Software Design ",81,2,0,0
"533","4","46","Budgets ",37,2,1,34
"534","4","46","UML ",101,2,0,0
"535","4","46","Revenue Cycle ",35,2,0,0
"537","4","46","Agile ",110,2,0,0
"538","4","46","Strategic Planning ",11,1,0,0
"539","4","46","Strategic Planning ",326,2,1,59
"540","4","46","SQL Server ",111,2,0,0
"541","3","47","EMR ",19,2,0,0
"542","3","47","Team Building ",23,1,0,0
"543","3","47","IT Strategy ",90,2,1,52
"544","3","47","Hospitals ",12,2,0,0
"545","3","47","Process Improvement ",5,1,1,22
"546","3","47","Process Improvement ",228,2,1,29
"547","3","47","Process Improvement ",277,2,1,28
"548","3","47","Change Management ",21,2,0,0
"549","3","47","Enterprise Software",71,2,1,51
"550","3","47","Product Marketing ",28,2,1,22
"551","3","47","Product Marketing ",266,2,1,24
"552","3","47","SOA ",77,2,0,0
"553","3","47","Program Management ",13,2,1,24
"554","3","47","Program Management ",328,2,1,25
"555","4","48","Bootstrap ",116,2,1,28
"556","4","48","Banking ",124,2,0,0
"557","4","48","Banking ",178,2,1,21
"558","4","48","SQL ",85,2,0,0
"559","4","48","SQL ",418,2,0,0
"560","4","48","Product Marketing ",28,2,0,0
"561","4","48","Product Marketing ",266,2,0,0
"562","4","48","P&L Management ",20,2,0,0
"563","4","48","Business Development ",15,2,1,44
"564","4","48","Inmation Technology ",59,2,0,0
"565","4","48","Inmation Technology ",451,2,1,23
"566","4","48","Team Building ",23,1,1,22
"567","4","48","Software Project Management ",74,2,0,0
"568","4","48","Personal Training ",65,1,1,53
"569","4","49","Business Process Improvement ",135,2,1,26
"570","4","49","Business Process Improvement ",190,2,0,0
"571","4","49","EAI ",113,2,0,0
"572","4","49","Management Consulting ",57,2,0,0
"573","4","49","Management Consulting ",192,2,0,0
"574","4","49","Web Services ",86,2,1,55
"575","4","49","Visual Studio ",107,2,0,0
"576","4","49","Visual Studio ",486,2,1,37
"577","4","49","Business Management ",108,2,0,0
"578","4","49","DICOM",45,2,1,56
"579","4","49","Nutrition ",51,2,0,0
"580","4","49","Healthcare",47,2,0,0
"581","4","49","Hospitals ",12,2,0,0
"582","4","50","Bootstrap ",116,2,0,0
"583","4","50","Enterprise Software ",70,2,1,48
"584","4","50","Operational Excellence ",41,1,1,34
"585","4","50","Design Strategies ",117,2,1,58
"586","4","50","Product Marketing ",28,2,0,0
"587","4","50","Product Marketing ",266,2,0,0
"588","4","50","Social Networking ",48,1,1,33
"589","4","50","Social Networking ",423,1,1,60
"590","4","50","Process Improvement ",5,1,0,0
"591","4","50","Process Improvement ",228,2,1,40
"592","4","50","Process Improvement ",277,2,1,55
"593","4","50","Analytics ",128,1,1,30
"594","4","50","Program Management ",13,2,1,33
"595","4","50","Program Management ",328,2,0,0
"596","4","50","P&L Management ",20,2,0,0
"597","4","51","Architecture ",83,2,1,41
"598","4","51","Personal Training ",65,1,0,0
"599","4","51","Financial Analysis",121,2,1,29
"600","4","51","DICOM",45,2,0,0
"601","4","51","Product Marketing ",28,2,0,0
"602","4","51","Product Marketing ",266,2,0,0
"603","4","51","Databases ",75,2,1,34
"604","4","51","Databases ",308,2,0,0
"605","4","51","Cardiology ",34,2,1,23
"606","4","51","SQL ",85,2,1,35
"607","4","51","SQL ",418,2,1,32
"608","4","51","Hospitals ",12,2,0,0
"609","4","51","Medical Imaging ",25,2,1,27
"610","6","52","PACS ",36,2,1,37
"611","6","52","Strategy ",50,1,0,0
"612","6","52","Strategy ",126,1,0,0
"613","6","52","Change Management ",21,2,0,0
"614","6","52","Require Analysis s",NA,NA,0,0
"615","6","52","Team Building",55,1,0,0
"616","6","52","Integration ",8,2,0,0
"617","6","52",".Net Workflow ",119,2,0,0
"618","6","52","Inmation Technology ",59,2,1,21
"619","6","52","Inmation Technology ",451,2,0,0
"620","6","52","Scrum ",89,2,0,0
"621","6","52","Business Intelligence",87,2,0,0
"622","4","53","Business Process Automation ",103,2,0,0
"623","4","53","Agile ",110,2,1,42
"624","4","53","Financial Modeling ",130,2,1,29
"625","4","53","Product Development S",NA,NA,0,0
"626","4","53","Medical Imaging ",25,2,0,0
"627","4","53","Analytical Skills ",139,2,1,48
"628","4","53","Analytical Skills ",545,1,1,20
"629","4","53","EHR ",27,2,0,0
"630","4","53","EHR ",166,2,1,22
"631","4","53","AJAX ",99,2,0,0
"632","4","53","Technical Leadership ",95,1,1,53
"633","4","53","Wellness ",64,1,0,0
"634","4","54","Risk Management ",61,2,1,59
"635","4","54","Financial Analysis",121,2,0,0
"636","4","54","Business Intelligence",87,2,0,0
"637","4","54","Business Process Automation ",103,2,1,51
"638","4","54","Invest ",134,2,0,0
"639","4","54","Start-ups ",26,1,0,0
"640","4","54","Start-ups ",265,1,1,60
"641","4","54","System Architecture",100,2,0,0
"643","4","54","Healthcare",47,2,0,0
"644","4","54","Product Management ",7,2,0,0
